Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Class
-0.25156837717915664,0.8495935947716783,-0.19934802225094017,-0.49057730962801144,0.29410373877488527,0.6016952479831335,-0.7224987164899093,-0.4339213367206215,1.3432885722848178,1.1952407014438429,-0.3036121825553884,-0.25156837717915664,1
-0.6939606743362834,1.3995149240829412,-0.7900435080063916,-0.7960991959471652,0.32905352183815123,0.9121368739505427,-0.9490534549175715,-0.4782341768712145,1.5001742130377378,1.4010683412884555,1.1795930998687212,-0.6939606743362834,1
-0.7575742923587233,1.6371375842814961,-0.5658455337733372,-1.3914662332022225,0.6256528223657978,1.6161925189902764,-0.9664780229851551,-0.4741995202512255,1.864056400431672,1.8874748422379126,-1.4275801150815748,-0.7575742923587233,1
-0.36919578556170257,0.9842851952885385,-0.6947141387484422,-0.4899336588492026,0.4635235996276454,0.6745536224717256,-0.83605082384767,-0.46332932199546917,1.1208930506210284,0.8140010523668152,1.1409091369749775,-0.36919578556170257,1
0.11512091089807278,0.6334806445861554,0.7957119433277526,-0.34817963919006084,0.688741596547167,0.6352311618275921,-0.9454913412891497,-0.47472318161479266,1.6744494167579733,1.670718733079539,-0.2981468951625705,0.11512091089807278,1
-0.2138465178600739,0.5300239680413209,0.16621091285291487,-0.41025647995502806,0.10590174992784077,0.44243951668216736,-0.7777767411814095,-0.442061397650295,1.8597304979257374,2.0148618366939077,1.1887003734042625,-0.2138465178600739,1
0.26407799087632605,0.18707756057673547,0.7253014798331178,-0.31553348104147305,0.2541704542914879,0.4151976800803628,-0.9355611658551658,-0.4776577122434164,1.3430067728799773,1.2747339704236087,-0.2897684587464245,0.26407799087632605,1
-2.1996349674297373,0.7945694040454446,-1.7087752173462403,-1.830777688968408,-1.5593874048983405,1.0930903883921659,3.258689035101446,4.246529358674524,1.2584214501113502,1.2420831729024042,-1.6050798154616976,-2.1996349674297373,1
-0.4710395161075424,1.0013322760715022,-0.8028971632818585,-0.25820891101367244,0.5687356078343382,0.49622675592698096,1.4418787550606869,1.3095210123454017,0.042060960375114795,0.29793332275035056,-1.6050798154616976,-0.4710395161075424,1
-2.0763608791586283,1.095965142622659,-1.7671739061491956,-1.7366115498570902,-1.1545306041735899,1.1776736444922797,0.8312908906406705,0.8998304154656793,0.9118365451695862,0.6775750843387011,-1.6050798154616976,-2.0763608791586283,1
-1.6045574549564479,0.8318241909434272,-1.2747065037809395,-1.4333901483216565,-0.4488823350555476,1.1906661686725442,2.0658597192923023,2.0958743505931388,1.1162709148633438,1.152298174571102,-1.6050798154616976,-1.6045574549564479,1
-0.5755350853453604,0.6408490875860483,-0.8960596184365623,-0.326732594756828,0.23204020153805588,0.41642319989265486,2.631227733076781,2.839091767626899,-0.3188748021902055,-0.0870194510227554,-1.6050798154616976,-0.5755350853453604,1
-0.7049240919272742,0.8287838955798454,-0.9475329192690507,-0.2876499693580198,0.32905352183815123,0.42072673694361895,2.031188760524489,1.742596173317381,-0.38681069370119064,0.06532573047517284,-1.6050798154616976,-0.7049240919272742,1
-1.6103954131351395,1.1020094292567673,-1.2399405222922353,-1.627139136132253,-0.22581350591053323,1.4746712459940685,1.797611638154137,1.6045088174354178,0.7337062707275437,0.9320827178081444,-1.6050798154616976,-1.6103954131351395,1
-0.7785769126382723,1.0470745009951388,-0.8219858177577011,-0.38806137573436333,0.43664421535339903,0.564437196396914,4.177876394774614,4.607765130969324,0.3635427705993155,0.756382245785979,-1.6050798154616976,-0.7785769126382723,1
-0.5168529508077554,0.8553010179214977,-0.8256436010537455,-0.28577861382854247,0.4683287568220939,0.47932428037877484,2.0097289045954314,1.7116507128564127,-0.3516320186291088,0.03997078576335928,-1.6050798154616976,-0.5168529508077554,1
-0.894106260336271,0.9332621581064806,-1.0168416647508167,-0.5345782758748674,0.2057623009636601,0.6059063810799813,1.3803700422340435,1.135138948475663,0.38618849422157986,0.6481380280412918,-1.6050798154616976,-0.894106260336271,1
-1.447051019890828,0.7900300554011039,-1.2512974095785363,-1.2515244317634435,-0.3217570883384824,1.0700316310674085,1.9126905544937651,1.5653479246565944,0.5007224959446683,0.8734021814426796,-1.6050798154616976,-1.447051019890828,1
-1.8308553090416344,0.8782106988526949,-1.4093706799528603,-1.7571076635997056,-0.8437554359524411,1.3322717015510364,4.349194464411667,6.137507728076495,1.004742534195156,0.9256126573154507,-1.6050798154616976,-1.8308553090416344,1
-0.6584784616023059,0.809484949172409,-0.7640450999683379,-0.38073601967590043,-0.14549874233962273,0.3048714058565472,-0.2161372820575742,-0.2541070205530506,1.0572568874758939,1.184493588209425,-1.6050798154616976,-0.6584784616023059,1
-0.6610958841328288,1.0462755063197187,-0.8847732708228461,-0.5168731972871843,0.7971953703778909,0.8453098432416111,0.29918440366708676,-0.04673932793273432,0.8261950011637876,1.0561977135631007,-1.6050798154616976,-0.6610958841328288,1
-0.25332567148602064,1.4408482500518738,-0.577798168381791,-0.4670665330656402,1.2006672289607352,0.9721653303872351,-0.5503990930700912,-0.3586787550764445,0.7702711032968221,0.6612357468144323,-1.6050798154616976,-0.25332567148602064,1
-0.06135118217692609,1.2365578420267496,-0.16979921720140256,-0.17003753065072166,1.078936433761693,0.6322934825911944,-0.42088463871720005,-0.33984947365441126,0.5249914980949587,0.6057533521905101,-1.6050798154616976,-0.06135118217692609,1
-0.3122438810750558,1.182889784118916,-0.6661589782926066,-0.24954767693576013,0.8459457912947861,0.6080868422533962,0.3993172952424657,0.32290041086411375,0.7310736794438347,0.6913491927814894,-1.6050798154616976,-0.3122438810750558,1
0.40071848821715816,0.8839894457934669,0.1089055892961123,0.0033753953291263063,1.3358213995658894,0.5761076017773504,-0.13810147355358635,-0.2795602036221873,-0.8278778100386592,-0.12692210196732784,-1.6050798154616976,0.40071848821715816,1
-0.6191792059301962,1.222714008997085,-0.7635842153920843,-0.6567723819346678,0.7997932734247867,0.98164750066894,-0.06331856066974348,-0.1464349408680904,0.9493160268743827,1.1579698474192952,-1.6050798154616976,-0.6191792059301962,1
0.23789171740199966,0.7872791602016912,-0.1519215532979857,-0.0740414446294038,1.1277024980586015,0.5606651292673069,-0.2911352489692699,-0.23834432666379296,0.38319149584879947,0.3863570463899513,-1.6050798154616976,0.23789171740199966,1
-1.7783816089720061,1.4866941760454966,-1.1065174343935207,-1.92473415979365,-1.0016222088545197,1.425811046387923,-0.5595478279155008,-0.34380404418715405,1.2840072287172202,1.4413353088785819,-1.6050798154616976,-1.7783816089720061,1
-0.07487572016235403,1.1749468959405207,-0.5010902412341254,-0.1553113871957657,1.2526510715785684,0.6934040175938063,-0.14991276774921247,-0.1028601678537855,0.53762800675816,0.49004821181377906,-1.6050798154616976,-0.07487572016235403,1
-1.6584587874425685,1.278386303425638,-1.3551034685423815,-1.7524433092678664,-0.8085974498288506,1.3430123124415732,4.6120308185049135,7.001163075610163,1.56238943328094,1.48720955589153,-1.6050798154616976,-1.6584587874425685,1
-0.13426678232524875,0.3344608190108076,-0.38095879992015313,-0.23641472566571936,0.3670218306508333,0.38767602427688463,0.3873902102574277,0.13956118133893997,-0.7409118067467881,-0.18330161920543142,-1.6050798154616976,-0.13426678232524875,1
-0.5602235100574244,0.9684278794684377,-0.9425290337254142,-0.3807608714937402,0.6959005363028868,0.669825497321408,0.5466556237921253,0.435193830778707,0.22567559702484505,0.2520773554630205,-1.6050798154616976,-0.5602235100574244,1
-1.3929647469475406,0.9563918795521673,-1.2020537436794247,-1.4303430407943667,0.06151796861137213,1.4090910108373838,0.10235123739921857,0.14578193047848642,0.9954691513066016,0.774556359158979,-1.6050798154616976,-1.3929647469475406,1
-1.427837205025267,0.8600021793251762,-1.2554138692076389,-1.3651236376428697,-0.48245717448192615,1.1101253825167359,-0.2287001207235115,-0.14602096432359057,1.3974957590056671,1.288816214210366,-1.6050798154616976,-1.427837205025267,1
-0.9691184237318032,0.9975138736131595,-1.0603162846006053,-0.8478376518274108,-0.033926341054591434,0.804710550774056,-0.349410502507321,-0.26864651265930245,1.2748764829059671,1.2927324407485457,-1.6050798154616976,-0.9691184237318032,1
-0.9231196370067557,1.0484118326678058,-1.0727484646178407,-0.5518792626830608,0.12377353608733623,0.5870675703052202,2.6902724854432662,2.8278089706543112,-0.07930472962068529,0.20985111286638672,-1.6050798154616976,-0.9231196370067557,1
-0.35382352252782645,1.2180101544445059,-0.4310038028466638,-0.4077714030907018,0.6606941835479735,0.6806612237979227,3.0573881993201835,3.636377180440856,0.48826335627842243,0.4123653465555655,-1.6050798154616976,-0.35382352252782645,1
-0.8979782753662721,1.0219494987272486,-1.0429950873699674,-0.3875164763032314,0.12406967811346954,0.4283413320845493,1.4973281929226137,1.2315506239558591,-0.38602841625477213,-0.19114643038375773,-1.6050798154616976,-0.8979782753662721,1
0.3325139497953689,-0.301051179962719,0.1455169606665128,-0.1477955533576376,0.6264980947436258,0.41456619191424526,-0.5126502188607949,-0.38985947948145966,0.06058254188335328,-0.5351438509244467,-0.14068377518937739,0.3325139497953689,1
0.058067517968894984,-0.26665210532686623,-0.6054898942513195,-0.11862792086050879,0.5289720741961041,0.3440772240727541,-0.5639202143250426,-0.4007277058708359,0.4606540622280513,-0.061807142660867696,-0.018754861692077338,0.058067517968894984,1
-0.023954949549048275,-0.40706616514971755,-0.5793544632099288,-0.22974613604200134,0.3015124585664504,0.35281831310555284,-0.4511729568726411,-0.377605228389266,-0.28020025166327595,-0.6973272225328546,-0.11968845354997164,-0.023954949549048275,1
-0.030305956396243363,-0.456542443574108,-0.5282030141936611,-0.25063712645504294,0.1604426451764114,0.3118246797423958,-0.4661274031763759,-0.38239487058462285,-0.39277940278768103,-0.6840748379804837,-0.22129269192609027,-0.030305956396243363,1
