Component1, Component2, Component3, Component4, Component5, Component6, Component7, Component8, Component9, Component10, Class, Class
0.31208470299632896, 0.7558051388907148, -1.360339203491483, -2.0037364922973895, 1.1060367456453513, 0.3180920047226259, -0.02410199615312339, -0.8416483465975275, 0.597478423523431, -0.882604585772255, R, R
-0.9237850176539275, -0.048188535979820965, -2.197670352990823, -1.92817316796597, 0.9193883168987264, -0.15406266079215444, 0.21433232480901038, -0.5461737061127548, 0.4768329457693465, -0.9052585866725689, M, M
0.1906672069356431, 0.9163505206213985, -1.9552673257261113, -2.247391807312809, 1.5653736665258298, -0.7601053826829476, 0.19674938429345123, -0.7251392932745163, -0.22736535497574, -0.16973502276509891, M, R
-0.8221492939440516, -0.3459270043071771, -2.2010473346535018, -1.667669430598438, 1.0155166747475455, -0.1831637762022854, 0.42213501129522835, -1.0021662274239382, 0.6175333867381044, -0.8757075539841715, M, M
-0.3336817568928604, -0.5853169072544704, -2.3006026305445406, -1.4757185660952397, 0.9599531578166983, -0.23008467718515058, 0.03478934246433857, -0.6729776401068404, 0.3149121033356001, -0.708337219053567, M, M
-0.2103752629429742, 1.1571340752581505, -1.4021625796209243, -2.1354894935512316, 1.6526700426229501, -0.0688950977569535, 0.05449323368849868, -1.0841902269233308, 0.27830664996637916, -0.33663528239762996, R, R
-0.5282291843627951, 0.5640064685097091, -1.9542858817187745, -1.8737645235360658, 0.9918125582458541, 0.30449648911582894, 0.9085752098281528, -0.25036334116457704, 0.9998704648488179, -0.25211412903752656, R, R
0.4718250916935187, 2.0116694916933513, -1.9402152816099731, -1.755442562236788, 1.4593599607198517, 0.42586958005412234, -0.5396493049846094, -1.0711953220780994, 0.7470249476968818, -0.7515130341370853, M, M
-0.6905902635652816, 0.8060906640162075, -1.3008263112129579, -2.063026265501758, 0.7438430931321639, -0.37703048021567065, 0.44888338717757126, -0.5730118747590855, 0.41112279474706603, -0.9385533756589202, M, M
1.3171051247507206, 0.8950246491574375, -1.1620798759800128, -1.6872620917604022, 1.2726302955807198, 0.16612808038542337, 0.5243491179024657, -0.7779000128375541, 0.37708893373591656, -0.9781502721969635, R, R
0.574730760959264, 0.019723434982206193, -1.0521514863255725, -1.4871339290047372, 1.3202705050306784, -0.3039775844927815, 0.5329399146072259, -1.121886070591621, 0.4879609222602648, -0.7778116157035915, R, R
0.7994776498067616, 0.4502249101886827, -1.357416285156085, -2.2505826951209666, 1.6794422087983714, 0.046463124916628185, 0.8375167175217744, -0.9230106431195767, 0.7945856678423074, -0.9197454579805767, R, R
0.11109776804419035, -0.12264988720107109, -1.9430427220789426, -1.7873166625694563, 0.9603188586256509, -0.22262613815559415, 0.441882335702104, -0.3805055956294497, 0.031040131511782622, -0.42270850947429756, M, R
0.7270284962389474, 1.1419193853460547, -1.4804041728265012, -1.8025851160599478, 0.7653414847721651, -0.2886618597628752, 0.16983006493297284, 0.06409085403372033, 0.27482341161883156, -0.5954845798817722, R, R
0.7194940253741604, 0.14057122470152794, -1.3402399158219729, -1.4190662468397508, 1.4435224812382756, -0.582414730033664, 0.44165387452611554, -0.9611045099716111, 0.6864300112562997, -0.745998249804971, R, R
0.28715043964483705, 2.112158235539564, -1.466188869143974, -1.635872301175813, 1.773681962297343, 0.4532541680633242, -0.6138221115024016, -1.253136487586579, 0.888894913025039, -0.5122155034235766, M, M
-1.3152389430699731, -0.2375571029141657, -1.6281380395097278, -1.8873815334048307, 0.8328897320428382, -0.32555645672651645, 0.5753668065023936, -0.834578733610303, 0.5562340528597299, -0.538749214010401, R, R
0.18935490874813576, 0.8688368560546752, -2.6203639225042354, -1.750087557876068, 0.8075489294308635, -0.6062838185176496, 0.6998384325902302, -0.9937200288942261, 0.4754904419383964, -0.9304041083077108, M, M
-1.082758517247362, 0.412327577115353, -1.195143687865477, -1.5437460303729307, 1.1437979179033873, -0.8639549213904089, 0.3589678403649102, -0.7192545990990824, 0.6110457134289805, -0.28228248751192975, M, M
-0.4781524225754023, -0.17215226875160627, -1.8512485190052521, -1.25750081862758, 1.0381842729201087, -0.17782662957047707, 0.7819936784618112, -0.8451935963306949, 0.22105263236485725, -0.5053023075788449, R, R
-1.169759928476187, -0.1659242154989677, -2.287114783951048, -1.771524735866857, 1.1225448729286929, -0.08935329844765921, 0.4387810520021256, -0.8428875862776835, 0.6099724131500841, -0.8634800006850918, M, M
-0.3762545140430151, 0.03713966084228323, -1.4132904225772227, -1.3460047908640862, 0.5053570119065296, 0.2422726983242424, 0.1250455740936392, -1.007813170100146, 0.4082930025262302, -0.46852802948709227, R, R
0.189723539871375, 0.1142713422876997, -1.802190386902208, -1.3195139437540848, 1.3188756763857925, 0.026866920580837228, 0.38240640372282336, -1.1473602195117845, 0.07129358585306034, -0.7910845468605774, R, M
-0.9236633598519793, 0.9297282647151892, -1.3817610206348738, -2.314314193372594, 1.3981205377855264, -0.02416297417917662, 0.4146429724087194, -0.6339861802177353, 0.1623428073578755, -0.83335330723034, R, M
0.2099394238831006, 0.02815544804874682, -1.4340225043263506, -2.2481448287840378, 1.257374969666634, 0.1688510183807855, 0.04830363256784781, -0.339927099017318, 0.6212492834557137, -1.2809371144813289, M, M
-0.3356017771052622, 0.17654509143371594, -2.5359266518853723, -1.5603338032275538, 1.419039273506288, -0.012301130336196175, -0.3391666848614472, -0.5787150001584239, -0.01669765575898754, -0.8092418120831949, M, M
0.26282572737182086, -0.5697747965183686, -1.3448190714888082, -2.06175122950024, 1.1953234973484048, 0.07641217219094071, 0.28959371579731563, -1.1747564274732591, 0.5302754065267091, -0.7125708037743719, R, R
-0.5052999907681763, 0.4976827249316998, -2.8024575768561735, -1.5827132363083727, 1.3186790831055824, 0.26535077559404885, -0.4527882744766033, -0.6473361083711158, 0.164210524731391, -0.8820437500165001, M, M
-0.8429858696235064, 1.5191378733418182, -2.206217874193293, -1.1957078265390892, 1.992146655094723, 0.19457997902872182, -0.01035216598304417, -1.2706363199667186, 0.5569495307204699, -0.9091095858323784, R, R
-0.5490009780687233, 0.29235098672779275, -2.370721714226959, -1.997466935446763, 0.9875443678624939, 0.16139571907703892, 0.016460724516316527, -0.5509096839476026, -0.008639067615321022, -0.7048328264207913, M, M
0.3972912387312898, -0.46057186826096397, -1.2132055961390074, -2.2204403255828304, 1.4166395406568957, -0.05426100576764768, 0.2773218028239566, -1.127324969635965, 0.591333394632842, -0.7527144292593038, R, R
1.6212430127173434, 0.8777075437090791, -2.423918998095469, -1.7546556740667867, 1.4103762882173094, -0.22920964426395182, 0.4535280331827262, -0.312938474848993, 0.4370534443595316, -0.6582966238477962, M, M
-0.27794617548061634, 0.24313900645227704, -2.693052280859858, -1.6542134746131452, 1.5149278925553489, -0.10841085093996894, -0.3391262208573772, -0.46075612992811227, 0.11053927250609447, -0.9298102191201904, M, M
-0.6157584127213978, -0.48600012148046945, -2.324132891476464, -1.6063615132127331, 1.0715060815320758, -0.04492637606762996, -0.009135475198494891, -0.7629768328821742, 0.34513712887002773, -0.5231460792545712, M, M
-0.02073154422613084, 0.1374122857828808, -1.5685572582712863, -2.1522226924495813, 0.8824291888879127, 0.0644935169539908, 0.404911545217264, -0.6623975755559841, -0.1937783125933101, -0.7410678938666523, R, R
0.020928826176999787, -0.6232102224353919, -2.050774772849646, -1.2379156533976232, 1.1138003016317946, -0.0365840139328327, 0.11337564642392935, -0.8585342772205509, 0.33570490574786244, -0.6199753535560528, M, M
0.19441177571625085, -0.6000864248806914, -1.2574311969972944, -1.9527136992550282, 1.052593469066845, 0.10144313842812148, 0.3010495451310697, -0.9589946440572752, 0.5361641511035359, -0.6911839361229157, R, R
0.7624782323270665, 0.9686497888232, -2.7314278157255796, -1.7591373642586554, 1.0566997568772294, -0.5720855454339057, 0.6566650686922075, -1.0457925456498425, -0.06488159631997145, -0.7184570840087653, M, M
0.6906866528888903, 1.8045791690698185, -1.2044901637918821, -1.5571037658181637, 1.7153080094618307, -0.3085536176284845, 0.46447057652441354, -0.43140180817536583, 0.2864066116859442, -1.042640951310011, R, R
-0.7606192884674808, 0.20389064874536572, -1.8765949405967537, -2.2825705946195622, 0.4207316030896756, -0.2943907568383712, 0.5144097383531864, -0.6794171621797556, 0.5760917009516671, -0.7616322528774956, M, M
-0.40081421331383704, -0.645758079565198, -2.1116464381715736, -1.5904162924501088, 0.897698855454457, -0.19108814751462577, 0.02260659483340932, -0.6339646025236496, 0.345993498221125, -0.6559562282885028, M, M
1.3528971818316162, 1.339452133603142, -0.7971409194125071, -1.4505105386734582, 1.094730792947125, 0.025541072236276025, 0.42098449319490927, -0.7277852644395562, 0.34766853845243084, -1.0193091678406105, R, R
0.6727829097299237, 0.9353009803581902, -2.2079646971295004, -1.3943646447129576, 0.5643578513563482, -0.7435088819196087, 0.7737221858917517, -0.8742019427723493, 0.14563631205407246, -0.6956205012322936, M, M
0.6032152317095029, 0.3439747289219805, -1.5168216937561647, -2.0249339442322167, 0.8774032195777335, -0.07825130417375627, -0.14900895497579442, -0.05512169423825383, 0.9805282323381969, -1.0239213078092935, M, M
-0.1980107917702611, 0.5054845264953568, -1.297198441025167, -1.64549419765466, 0.7211028315304795, 0.18004020102250268, 0.04983642128848312, -0.47107898194793063, 0.2278409223765968, -1.1319526193523448, R, R
0.395979322815709, 0.6171964346236241, -1.3790433191522722, -2.169802854830553, 2.0122299214435637, 0.03767864415155023, 0.7677062297329631, -0.9842993761085953, 0.7025396281701848, -1.2737510909108238, R, R
0.19167067640993946, -0.3651354477592, -1.6851675467987786, -1.268485209696102, 1.0439625205415881, -0.12170896851852807, 0.2534100902419392, -0.8541798121419659, 0.24258767591563643, -0.7461091765534323, M, R
-0.6304090829778273, -0.5437609328668949, -2.2503594648351797, -1.3954086180454994, 0.9939078658791541, -0.06879449500362977, -0.02221407974214172, -0.7021484917817131, 0.39328183086026286, -0.5969071426730539, M, M
0.18204828570542322, -0.6899354023346653, -2.143013957792559, -1.2951119865781635, 1.0383750484168917, 0.005454436401297891, 0.4129754798082972, -1.112856498696639, 0.15198117560656083, -0.5623232647230985, M, M
0.0677933630750384, -0.3395494576217031, -1.4040778893868486, -1.6152911191075303, 0.48456145362595343, 0.127262236502203, 0.2166995039682048, -0.4026886874814012, 0.39064295965613344, -0.47807965258250723, R, R
0.2584214085524516, 2.2136048111291027, -1.8183718565344194, -1.6522477213737232, 1.3065638342192183, -0.17655794489908186, -0.609786935371468, -1.0273130475815608, 0.6893931532702345, -0.9848105061010657, M, M
1.0085462606458862, -0.26112548641155175, -1.1243350889991288, -1.3648792097037468, 1.1802849726998592, -0.22508506447156146, 0.42124363088475086, -0.9657141913836351, 0.4316333783741544, -0.775070265777175, R, R
